# HD 209458, TESS 2-minute cadence, TESS Sector 56
# time is days from the first measurement, flux is normalised
time,flux
1.056943,0.9998004
1.058332,0.9996358
1.059721,1.0002570
1.061109,1.0000509
1.062498,0.9994486
1.063887,0.9999190
1.065276,1.0000676
1.066665,1.0000438
1.068054,1.0004054
1.069443,1.0001002
1.070832,0.9995952
1.072221,1.0002915
1.073609,0.9996326
1.074998,0.9999414
1.076387,1.0000407
1.077776,0.9998669
1.079165,1.0002460
1.080554,1.0000351
1.081943,0.9997960
1.083332,0.9996198
1.084721,0.9994988
1.086109,1.0000499
1.087498,1.0001373
1.088887,0.9999600
1.090276,0.9996060
1.091665,0.9996538
1.093054,1.0000242
1.094443,1.0000490
1.095832,0.9999727
1.097220,1.0002603
1.098609,0.9999054
1.099998,1.0004652
1.101387,1.0002112
1.102776,1.0003612
1.104165,1.0005930
1.105554,0.9997421
1.106943,1.0000080
1.108332,0.9997887
1.109720,1.0001597
1.111109,0.9998961
1.112498,1.0000951
1.113887,1.0000263
1.115276,1.0001875
1.116665,0.9998428
1.118054,0.9995533
1.119443,0.9999911
1.120831,0.9996297
1.122220,0.9999067
1.123609,0.9999557
1.124998,1.0000753
1.126387,0.9999849
1.127776,1.0004526
1.129165,0.9998124
1.130554,1.0000099
1.131943,1.0002163
1.133331,1.0000776
1.134720,1.0001345
1.136109,0.9997240
1.137498,1.0004022
1.138887,1.0002199
1.140276,0.9999220
1.141665,0.9998895
1.143054,1.0000372
1.144443,1.0002042
1.145831,1.0005161
1.147220,1.0002959
1.148609,1.0004500
1.149998,1.0002299
1.151387,1.0005810
1.152776,1.0000688
1.154165,0.9998909
1.155554,1.0001459
1.156942,0.9995649
1.158331,0.9999729
1.159720,1.0000861
1.161109,1.0001805
1.162498,0.9998417
1.163887,1.0004912
1.165276,1.0001148
1.166665,1.0001727
1.168054,0.9997763
1.169442,0.9997394
1.170831,1.0011211
1.172220,0.9995146
1.173609,1.0002274
1.174998,1.0007885
1.176387,1.0001465
1.177776,0.9997344
1.179165,1.0001600
1.180554,1.0003567
1.181942,1.0001893
1.183331,1.0000964
1.184720,1.0005616
1.186109,0.9996151
1.187498,1.0001464
1.188887,1.0002505
1.190276,1.0006590
1.191665,0.9998988
1.193053,0.9998554
1.194442,1.0004259
1.195831,1.0005305
1.197220,0.9999099
1.198609,1.0000923
1.199998,0.9997347
1.201387,1.0004100
1.202776,0.9998412
1.204165,0.9999808
1.205553,0.9998936
1.206942,1.0000993
1.208331,1.0002682
1.209720,1.0001088
1.211109,0.9997904
1.212498,0.9996226
1.213887,0.9998316
1.215276,1.0003425
1.216664,0.9997255
1.218053,1.0000569
1.219442,1.0001975
1.220831,1.0004659
1.222220,1.0001717
1.223609,0.9999533
1.224998,0.9993324
1.226387,0.9998042
1.227776,1.0001438
1.229164,1.0001417
1.230553,1.0000706
1.231942,0.9996037
1.233331,1.0000248
1.234720,1.0004061
1.236109,1.0001871
1.237498,0.9998153
1.238887,0.9999183
1.240276,1.0007919
1.241664,0.9999608
1.243053,1.0003228
1.244442,0.9997072
1.245831,0.9997599
1.247220,0.9999296
1.248609,0.9998206
1.249998,0.9999101
1.251387,0.9998328
1.252775,1.0000253
1.254164,0.9997019
1.255553,0.9993930
1.256942,1.0000812
1.258331,0.9995282
1.259720,1.0000770
1.261109,0.9999623
1.262498,1.0002043
1.263887,1.0002720
1.265275,0.9999382
1.266664,0.9998859
1.268053,1.0001095
1.269442,0.9998063
1.270831,0.9999362
1.272220,1.0006565
1.273609,0.9999261
1.274998,0.9998470
1.276386,1.0002397
1.277775,0.9993869
1.279164,0.9998285
1.280553,1.0000653
1.281942,0.9996692
1.283331,1.0000293
1.284720,0.9998880
1.286109,0.9998903
1.287498,0.9998358
1.288886,1.0006037
1.290275,1.0000897
1.291664,0.9999762
1.293053,0.9996676
1.294442,0.9998252
1.295831,1.0001214
1.297220,0.9999620
1.298609,1.0000297
1.299997,0.9995691
1.301386,0.9998253
1.302775,1.0001450
1.304164,1.0006522
1.305553,1.0001576
1.306942,0.9998434
